data,id_treballador,nom,hora,id_posicio,posicio,clasificador,familia
2025-04-28,10,Cristina,09:00 - 10:00,94,Sequence 4,4,6
2025-04-28,10,Cristina,10:00 - 11:00,29,Destinos mesa 9,2,2
2025-04-28,10,Cristina,11:00 - 12:00,75,Inducciones mesa 4,4,1
2025-04-28,10,Cristina,12:00 - 13:00,23,Destinos mesa 3,2,2
2025-04-28,10,Cristina,13:00 - 14:00,54,Inducciones mesa 9,3,1
2025-04-28,11,Francisco Javier,06:00 - 07:00,12,Inducciones mesa 12,2,1
2025-04-28,11,Francisco Javier,07:00 - 08:00,67,Precintadora shipping,3,4
2025-04-28,11,Francisco Javier,08:00 - 09:00,55,Inducciones mesa 10,3,1
2025-04-28,11,Francisco Javier,09:00 - 10:00,42,Precintadora shipping,2,4
2025-04-28,11,Francisco Javier,10:00 - 11:00,40,Destinos mesa 20,2,2
2025-04-28,11,Francisco Javier,11:00 - 12:00,80,Inducciones mesa 9,4,1
2025-04-28,11,Francisco Javier,12:00 - 13:00,67,Precintadora shipping,3,4
2025-04-28,11,Francisco Javier,13:00 - 14:00,68,Precintadora shuttle,3,8
2025-04-28,13,Ana,06:00 - 07:00,20,Inducciones mesa 20,2,1
2025-04-28,13,Ana,07:00 - 08:00,94,Sequence 4,4,6
2025-04-28,13,Ana,08:00 - 09:00,50,Inducciones mesa 5,3,1
2025-04-28,13,Ana,09:00 - 10:00,34,Destinos mesa 14,2,2
2025-04-28,13,Ana,10:00 - 11:00,11,Inducciones mesa 11,2,1
2025-04-28,13,Ana,11:00 - 12:00,88,Destinos mesa 7,4,2
2025-04-28,13,Ana,12:00 - 13:00,36,Destinos mesa 16,2,2
2025-04-28,13,Ana,13:00 - 14:00,72,Inducciones mesa 1,4,1
2025-04-28,24,Juan Luis,06:00 - 07:00,9,Inducciones mesa 9,2,1
2025-04-28,24,Juan Luis,07:00 - 08:00,95,Rampas/cajas vacias,4,7
2025-04-28,24,Juan Luis,08:00 - 09:00,89,Destinos mesa 8,4,2
2025-04-28,24,Juan Luis,09:00 - 10:00,91,Destinos mesa 10,4,2
2025-04-28,24,Juan Luis,10:00 - 11:00,7,Inducciones mesa 7,2,1
2025-04-28,24,Juan Luis,11:00 - 12:00,15,Inducciones mesa 15,2,1
2025-04-28,24,Juan Luis,12:00 - 13:00,82,Destinos mesa 1,4,2
2025-04-28,24,Juan Luis,13:00 - 14:00,41,Chequeo,2,3
2025-04-28,25,Aurelio,06:00 - 07:00,90,Destinos mesa 9,4,2
2025-04-28,25,Aurelio,07:00 - 08:00,72,Inducciones mesa 1,4,1
2025-04-28,25,Aurelio,08:00 - 09:00,9,Inducciones mesa 9,2,1
2025-04-28,25,Aurelio,09:00 - 10:00,85,Destinos mesa 4,4,2
2025-04-28,25,Aurelio,10:00 - 11:00,5,Inducciones mesa 5,2,1
2025-04-28,25,Aurelio,11:00 - 12:00,60,Destinos mesa 5,3,2
2025-04-28,25,Aurelio,12:00 - 13:00,3,Inducciones mesa 3,2,1
2025-04-28,25,Aurelio,13:00 - 14:00,77,Inducciones mesa 6,4,1
2025-04-28,28,Antonia,06:00 - 07:00,69,Rechazo 3/4,3,5
2025-04-28,28,Antonia,07:00 - 08:00,71,Rampas/cajas vacias,3,7
2025-04-28,28,Antonia,08:00 - 09:00,92,Precintadora shipping,4,4
2025-04-28,28,Antonia,09:00 - 10:00,35,Destinos mesa 15,2,2
2025-04-28,28,Antonia,10:00 - 11:00,56,Destinos mesa 1,3,2
2025-04-28,28,Antonia,11:00 - 12:00,7,Inducciones mesa 7,2,1
2025-04-28,28,Antonia,12:00 - 13:00,38,Destinos mesa 18,2,2
2025-04-28,28,Antonia,13:00 - 14:00,80,Inducciones mesa 9,4,1
2025-04-28,29,Andrea,06:00 - 07:00,87,Destinos mesa 6,4,2
2025-04-28,29,Andrea,07:00 - 08:00,60,Destinos mesa 5,3,2
2025-04-28,29,Andrea,08:00 - 09:00,68,Precintadora shuttle,3,8
2025-04-28,29,Andrea,09:00 - 10:00,46,Inducciones mesa 1,3,1
2025-04-28,29,Andrea,10:00 - 11:00,49,Inducciones mesa 4,3,1
2025-04-28,29,Andrea,11:00 - 12:00,69,Rechazo 3/4,3,5
2025-04-28,29,Andrea,12:00 - 13:00,37,Destinos mesa 17,2,2
2025-04-28,29,Andrea,13:00 - 14:00,56,Destinos mesa 1,3,2
2025-04-28,32,Miriam,06:00 - 07:00,12,Inducciones mesa 12,2,1
2025-04-28,32,Miriam,07:00 - 08:00,52,Inducciones mesa 7,3,1
2025-04-28,32,Miriam,08:00 - 09:00,1,Inducciones mesa 1,2,1
2025-04-28,32,Miriam,09:00 - 10:00,43,Rechazo,2,5
2025-04-28,32,Miriam,10:00 - 11:00,53,Inducciones mesa 8,3,1
2025-04-28,32,Miriam,11:00 - 12:00,90,Destinos mesa 9,4,2
2025-04-28,32,Miriam,12:00 - 13:00,19,Inducciones mesa 19,2,1
2025-04-28,32,Miriam,13:00 - 14:00,59,Destinos mesa 4,3,2
2025-04-28,33,Iker,06:00 - 07:00,85,Destinos mesa 4,4,2
2025-04-28,33,Iker,07:00 - 08:00,5,Inducciones mesa 5,2,1
2025-04-28,33,Iker,08:00 - 09:00,18,Inducciones mesa 18,2,1
2025-04-28,33,Iker,09:00 - 10:00,32,Destinos mesa 12,2,2
2025-04-28,33,Iker,10:00 - 11:00,80,Inducciones mesa 9,4,1
2025-04-28,33,Iker,11:00 - 12:00,29,Destinos mesa 9,2,2
2025-04-28,33,Iker,12:00 - 13:00,90,Destinos mesa 9,4,2
2025-04-28,33,Iker,13:00 - 14:00,54,Inducciones mesa 9,3,1
2025-04-28,34,Francisco,06:00 - 07:00,70,Sequence 3,3,6
2025-04-28,34,Francisco,07:00 - 08:00,23,Destinos mesa 3,2,2
2025-04-28,34,Francisco,08:00 - 09:00,73,Inducciones mesa 2,4,1
2025-04-28,34,Francisco,09:00 - 10:00,5,Inducciones mesa 5,2,1
2025-04-28,34,Francisco,10:00 - 11:00,27,Destinos mesa 7,2,2
2025-04-28,34,Francisco,11:00 - 12:00,1,Inducciones mesa 1,2,1
2025-04-28,34,Francisco,12:00 - 13:00,91,Destinos mesa 10,4,2
2025-04-28,34,Francisco,13:00 - 14:00,46,Inducciones mesa 1,3,1
2025-04-28,36,Chus,06:00 - 07:00,76,Inducciones mesa 5,4,1
2025-04-28,36,Chus,07:00 - 08:00,6,Inducciones mesa 6,2,1
2025-04-28,36,Chus,08:00 - 09:00,29,Destinos mesa 9,2,2
2025-04-28,36,Chus,09:00 - 10:00,65,Destinos mesa 10,3,2
2025-04-28,36,Chus,10:00 - 11:00,61,Destinos mesa 6,3,2
2025-04-28,36,Chus,11:00 - 12:00,93,Precintadora shuttle,4,8
2025-04-28,36,Chus,12:00 - 13:00,34,Destinos mesa 14,2,2
2025-04-28,36,Chus,13:00 - 14:00,9,Inducciones mesa 9,2,1
2025-04-28,37,Concha,06:00 - 07:00,89,Destinos mesa 8,4,2
2025-04-28,37,Concha,07:00 - 08:00,87,Destinos mesa 6,4,2
2025-04-28,37,Concha,08:00 - 09:00,72,Inducciones mesa 1,4,1
2025-04-28,37,Concha,09:00 - 10:00,44,Sequence,2,6
2025-04-28,37,Concha,10:00 - 11:00,76,Inducciones mesa 5,4,1
2025-04-28,37,Concha,11:00 - 12:00,17,Inducciones mesa 17,2,1
2025-04-28,37,Concha,12:00 - 13:00,11,Inducciones mesa 11,2,1
2025-04-28,37,Concha,13:00 - 14:00,78,Inducciones mesa 7,4,1
2025-04-28,38,Maximiliano,06:00 - 07:00,82,Destinos mesa 1,4,2
2025-04-28,38,Maximiliano,07:00 - 08:00,35,Destinos mesa 15,2,2
2025-04-28,38,Maximiliano,08:00 - 09:00,75,Inducciones mesa 4,4,1
2025-04-28,38,Maximiliano,09:00 - 10:00,42,Precintadora shipping,2,4
2025-04-28,38,Maximiliano,10:00 - 11:00,47,Inducciones mesa 2,3,1
2025-04-28,38,Maximiliano,11:00 - 12:00,30,Destinos mesa 10,2,2
2025-04-28,38,Maximiliano,12:00 - 13:00,11,Inducciones mesa 11,2,1
2025-04-28,38,Maximiliano,13:00 - 14:00,8,Inducciones mesa 8,2,1
2025-04-28,40,Fausto,06:00 - 07:00,7,Inducciones mesa 7,2,1
2025-04-28,40,Fausto,07:00 - 08:00,69,Rechazo 3/4,3,5
2025-04-28,40,Fausto,08:00 - 09:00,75,Inducciones mesa 4,4,1
2025-04-28,40,Fausto,09:00 - 10:00,20,Inducciones mesa 20,2,1
2025-04-28,40,Fausto,10:00 - 11:00,22,Destinos mesa 2,2,2
2025-04-28,40,Fausto,11:00 - 12:00,17,Inducciones mesa 17,2,1
2025-04-28,40,Fausto,12:00 - 13:00,11,Inducciones mesa 11,2,1
2025-04-28,40,Fausto,13:00 - 14:00,14,Inducciones mesa 14,2,1
2025-04-28,48,Trinidad,06:00 - 07:00,42,Precintadora shipping,2,4
2025-04-28,48,Trinidad,07:00 - 08:00,43,Rechazo,2,5
2025-04-28,48,Trinidad,08:00 - 09:00,9,Inducciones mesa 9,2,1
2025-04-28,48,Trinidad,09:00 - 10:00,57,Destinos mesa 2,3,2
2025-04-28,48,Trinidad,10:00 - 11:00,89,Destinos mesa 8,4,2
2025-04-28,48,Trinidad,11:00 - 12:00,30,Destinos mesa 10,2,2
2025-04-28,48,Trinidad,12:00 - 13:00,82,Destinos mesa 1,4,2
2025-04-28,48,Trinidad,13:00 - 14:00,5,Inducciones mesa 5,2,1
2025-04-28,52,Humberto,06:00 - 07:00,54,Inducciones mesa 9,3,1
2025-04-28,52,Humberto,07:00 - 08:00,50,Inducciones mesa 5,3,1
2025-04-28,52,Humberto,08:00 - 09:00,67,Precintadora shipping,3,4
2025-04-28,52,Humberto,09:00 - 10:00,88,Destinos mesa 7,4,2
2025-04-28,52,Humberto,10:00 - 11:00,33,Destinos mesa 13,2,2
2025-04-28,52,Humberto,11:00 - 12:00,65,Destinos mesa 10,3,2
2025-04-28,52,Humberto,12:00 - 13:00,36,Destinos mesa 16,2,2
2025-04-28,52,Humberto,13:00 - 14:00,80,Inducciones mesa 9,4,1
2025-04-28,54,Ignacio,06:00 - 07:00,76,Inducciones mesa 5,4,1
2025-04-28,54,Ignacio,07:00 - 08:00,15,Inducciones mesa 15,2,1
2025-04-28,54,Ignacio,08:00 - 09:00,33,Destinos mesa 13,2,2
2025-04-28,54,Ignacio,09:00 - 10:00,73,Inducciones mesa 2,4,1
2025-04-28,54,Ignacio,10:00 - 11:00,79,Inducciones mesa 8,4,1
2025-04-28,54,Ignacio,11:00 - 12:00,22,Destinos mesa 2,2,2
2025-04-28,54,Ignacio,12:00 - 13:00,15,Inducciones mesa 15,2,1
2025-04-28,54,Ignacio,13:00 - 14:00,33,Destinos mesa 13,2,2
2025-04-28,60,Juan Bautista,06:00 - 07:00,44,Sequence,2,6
2025-04-28,60,Juan Bautista,07:00 - 08:00,74,Inducciones mesa 3,4,1
2025-04-28,60,Juan Bautista,08:00 - 09:00,52,Inducciones mesa 7,3,1
2025-04-28,60,Juan Bautista,09:00 - 10:00,4,Inducciones mesa 4,2,1
2025-04-28,60,Juan Bautista,10:00 - 11:00,85,Destinos mesa 4,4,2
2025-04-28,60,Juan Bautista,11:00 - 12:00,55,Inducciones mesa 10,3,1
2025-04-28,60,Juan Bautista,12:00 - 13:00,2,Inducciones mesa 2,2,1
2025-04-28,60,Juan Bautista,13:00 - 14:00,95,Rampas/cajas vacias,4,7
2025-04-28,65,Oriana,06:00 - 07:00,94,Sequence 4,4,6
2025-04-28,65,Oriana,07:00 - 08:00,37,Destinos mesa 17,2,2
2025-04-28,65,Oriana,08:00 - 09:00,69,Rechazo 3/4,3,5
2025-04-28,65,Oriana,09:00 - 10:00,23,Destinos mesa 3,2,2
2025-04-28,65,Oriana,10:00 - 11:00,52,Inducciones mesa 7,3,1
2025-04-28,65,Oriana,11:00 - 12:00,89,Destinos mesa 8,4,2
2025-04-28,65,Oriana,12:00 - 13:00,15,Inducciones mesa 15,2,1
2025-04-28,65,Oriana,13:00 - 14:00,80,Inducciones mesa 9,4,1
2025-04-28,68,Julio César,06:00 - 07:00,44,Sequence,2,6
2025-04-28,68,Julio César,07:00 - 08:00,55,Inducciones mesa 10,3,1
2025-04-28,68,Julio César,08:00 - 09:00,59,Destinos mesa 4,3,2
2025-04-28,68,Julio César,09:00 - 10:00,23,Destinos mesa 3,2,2
2025-04-28,68,Julio César,10:00 - 11:00,52,Inducciones mesa 7,3,1
2025-04-28,68,Julio César,11:00 - 12:00,51,Inducciones mesa 6,3,1
2025-04-28,68,Julio César,12:00 - 13:00,30,Destinos mesa 10,2,2
2025-04-28,68,Julio César,13:00 - 14:00,6,Inducciones mesa 6,2,1
2025-04-28,69,Edelmiro,06:00 - 07:00,49,Inducciones mesa 4,3,1
2025-04-28,69,Edelmiro,07:00 - 08:00,2,Inducciones mesa 2,2,1
2025-04-28,69,Edelmiro,08:00 - 09:00,63,Destinos mesa 8,3,2
2025-04-28,69,Edelmiro,09:00 - 10:00,17,Inducciones mesa 17,2,1
2025-04-28,69,Edelmiro,10:00 - 11:00,79,Inducciones mesa 8,4,1
2025-04-28,69,Edelmiro,11:00 - 12:00,89,Destinos mesa 8,4,2
2025-04-28,69,Edelmiro,12:00 - 13:00,61,Destinos mesa 6,3,2
2025-04-28,69,Edelmiro,13:00 - 14:00,91,Destinos mesa 10,4,2
2025-04-28,70,Perlita,06:00 - 07:00,80,Inducciones mesa 9,4,1
2025-04-28,70,Perlita,07:00 - 08:00,28,Destinos mesa 8,2,2
2025-04-28,70,Perlita,08:00 - 09:00,26,Destinos mesa 6,2,2
2025-04-28,70,Perlita,09:00 - 10:00,93,Precintadora shuttle,4,8
2025-04-28,70,Perlita,10:00 - 11:00,67,Precintadora shipping,3,4
2025-04-28,70,Perlita,11:00 - 12:00,79,Inducciones mesa 8,4,1
2025-04-28,70,Perlita,12:00 - 13:00,51,Inducciones mesa 6,3,1
2025-04-28,70,Perlita,13:00 - 14:00,38,Destinos mesa 18,2,2
2025-04-28,71,Jaime,06:00 - 07:00,3,Inducciones mesa 3,2,1
2025-04-28,71,Jaime,07:00 - 08:00,4,Inducciones mesa 4,2,1
2025-04-28,71,Jaime,08:00 - 09:00,22,Destinos mesa 2,2,2
2025-04-28,71,Jaime,09:00 - 10:00,59,Destinos mesa 4,3,2
2025-04-28,71,Jaime,10:00 - 11:00,81,Inducciones mesa 10,4,1
2025-04-28,71,Jaime,11:00 - 12:00,39,Destinos mesa 19,2,2
2025-04-28,71,Jaime,12:00 - 13:00,90,Destinos mesa 9,4,2
2025-04-28,71,Jaime,13:00 - 14:00,58,Destinos mesa 3,3,2
2025-04-28,72,David,06:00 - 07:00,60,Destinos mesa 5,3,2
2025-04-28,72,David,07:00 - 08:00,39,Destinos mesa 19,2,2
2025-04-28,72,David,08:00 - 09:00,16,Inducciones mesa 16,2,1
2025-04-28,72,David,09:00 - 10:00,12,Inducciones mesa 12,2,1
2025-04-28,72,David,10:00 - 11:00,65,Destinos mesa 10,3,2
2025-04-28,72,David,11:00 - 12:00,61,Destinos mesa 6,3,2
2025-04-28,72,David,12:00 - 13:00,44,Sequence,2,6
2025-04-28,72,David,13:00 - 14:00,64,Destinos mesa 9,3,2
2025-04-28,73,Roberto,06:00 - 07:00,9,Inducciones mesa 9,2,1
2025-04-28,73,Roberto,07:00 - 08:00,22,Destinos mesa 2,2,2
2025-04-28,73,Roberto,08:00 - 09:00,69,Rechazo 3/4,3,5
2025-04-28,73,Roberto,09:00 - 10:00,2,Inducciones mesa 2,2,1
2025-04-28,73,Roberto,10:00 - 11:00,29,Destinos mesa 9,2,2
2025-04-28,73,Roberto,11:00 - 12:00,83,Destinos mesa 2,4,2
2025-04-28,73,Roberto,12:00 - 13:00,49,Inducciones mesa 4,3,1
2025-04-28,73,Roberto,13:00 - 14:00,49,Inducciones mesa 4,3,1
2025-04-28,80,Lupe,06:00 - 07:00,48,Inducciones mesa 3,3,1
2025-04-28,80,Lupe,07:00 - 08:00,5,Inducciones mesa 5,2,1
2025-04-28,80,Lupe,08:00 - 09:00,58,Destinos mesa 3,3,2
2025-04-28,80,Lupe,09:00 - 10:00,58,Destinos mesa 3,3,2
2025-04-28,80,Lupe,10:00 - 11:00,81,Inducciones mesa 10,4,1
2025-04-28,80,Lupe,11:00 - 12:00,71,Rampas/cajas vacias,3,7
2025-04-28,80,Lupe,12:00 - 13:00,35,Destinos mesa 15,2,2
2025-04-28,80,Lupe,13:00 - 14:00,86,Destinos mesa 5,4,2
2025-04-28,81,Adelina,06:00 - 07:00,6,Inducciones mesa 6,2,1
2025-04-28,81,Adelina,07:00 - 08:00,68,Precintadora shuttle,3,8
2025-04-28,81,Adelina,08:00 - 09:00,80,Inducciones mesa 9,4,1
2025-04-28,81,Adelina,09:00 - 10:00,35,Destinos mesa 15,2,2
2025-04-28,81,Adelina,10:00 - 11:00,50,Inducciones mesa 5,3,1
2025-04-28,81,Adelina,11:00 - 12:00,13,Inducciones mesa 13,2,1
2025-04-28,81,Adelina,12:00 - 13:00,73,Inducciones mesa 2,4,1
2025-04-28,81,Adelina,13:00 - 14:00,51,Inducciones mesa 6,3,1
2025-04-28,84,Abraham,06:00 - 07:00,24,Destinos mesa 4,2,2
2025-04-28,84,Abraham,07:00 - 08:00,15,Inducciones mesa 15,2,1
2025-04-28,84,Abraham,08:00 - 09:00,11,Inducciones mesa 11,2,1
2025-04-28,84,Abraham,09:00 - 10:00,7,Inducciones mesa 7,2,1
2025-04-28,84,Abraham,10:00 - 11:00,35,Destinos mesa 15,2,2
2025-04-28,84,Abraham,11:00 - 12:00,51,Inducciones mesa 6,3,1
2025-04-28,84,Abraham,12:00 - 13:00,87,Destinos mesa 6,4,2
2025-04-28,84,Abraham,13:00 - 14:00,94,Sequence 4,4,6
2025-04-28,87,Emiliano,06:00 - 07:00,14,Inducciones mesa 14,2,1
2025-04-28,87,Emiliano,07:00 - 08:00,73,Inducciones mesa 2,4,1
2025-04-28,87,Emiliano,08:00 - 09:00,59,Destinos mesa 4,3,2
2025-04-28,87,Emiliano,09:00 - 10:00,71,Rampas/cajas vacias,3,7
2025-04-28,87,Emiliano,10:00 - 11:00,70,Sequence 3,3,6
2025-04-28,87,Emiliano,11:00 - 12:00,83,Destinos mesa 2,4,2
2025-04-28,87,Emiliano,12:00 - 13:00,26,Destinos mesa 6,2,2
2025-04-28,87,Emiliano,13:00 - 14:00,87,Destinos mesa 6,4,2
2025-04-28,89,Isabel,06:00 - 07:00,47,Inducciones mesa 2,3,1
2025-04-28,89,Isabel,07:00 - 08:00,78,Inducciones mesa 7,4,1
2025-04-28,89,Isabel,08:00 - 09:00,4,Inducciones mesa 4,2,1
2025-04-28,89,Isabel,09:00 - 10:00,17,Inducciones mesa 17,2,1
2025-04-28,89,Isabel,10:00 - 11:00,93,Precintadora shuttle,4,8
2025-04-28,89,Isabel,11:00 - 12:00,45,Rampas/cajas vacias,2,7
2025-04-28,89,Isabel,12:00 - 13:00,91,Destinos mesa 10,4,2
2025-04-28,89,Isabel,13:00 - 14:00,44,Sequence,2,6
2025-04-28,95,Mamen,06:00 - 07:00,62,Destinos mesa 7,3,2
2025-04-28,95,Mamen,07:00 - 08:00,57,Destinos mesa 2,3,2
2025-04-28,95,Mamen,08:00 - 09:00,64,Destinos mesa 9,3,2
2025-04-28,95,Mamen,09:00 - 10:00,16,Inducciones mesa 16,2,1
2025-04-28,95,Mamen,10:00 - 11:00,15,Inducciones mesa 15,2,1
2025-04-28,95,Mamen,11:00 - 12:00,45,Rampas/cajas vacias,2,7
2025-04-28,95,Mamen,12:00 - 13:00,33,Destinos mesa 13,2,2
2025-04-28,95,Mamen,13:00 - 14:00,24,Destinos mesa 4,2,2
2025-04-28,96,Abraham,06:00 - 07:00,85,Destinos mesa 4,4,2
2025-04-28,96,Abraham,07:00 - 08:00,22,Destinos mesa 2,2,2
2025-04-28,96,Abraham,08:00 - 09:00,44,Sequence,2,6
2025-04-28,96,Abraham,09:00 - 10:00,51,Inducciones mesa 6,3,1
2025-04-28,96,Abraham,10:00 - 11:00,1,Inducciones mesa 1,2,1
2025-04-28,96,Abraham,11:00 - 12:00,35,Destinos mesa 15,2,2
2025-04-28,96,Abraham,12:00 - 13:00,92,Precintadora shipping,4,4
2025-04-28,96,Abraham,13:00 - 14:00,21,Destinos mesa 1,2,2
2025-04-28,99,Leire,06:00 - 07:00,4,Inducciones mesa 4,2,1
2025-04-28,99,Leire,07:00 - 08:00,9,Inducciones mesa 9,2,1
2025-04-28,99,Leire,08:00 - 09:00,62,Destinos mesa 7,3,2
2025-04-28,99,Leire,09:00 - 10:00,21,Destinos mesa 1,2,2
2025-04-28,99,Leire,10:00 - 11:00,44,Sequence,2,6
2025-04-28,99,Leire,11:00 - 12:00,53,Inducciones mesa 8,3,1
2025-04-28,99,Leire,12:00 - 13:00,70,Sequence 3,3,6
2025-04-28,99,Leire,13:00 - 14:00,26,Destinos mesa 6,2,2
2025-04-28,103,Nélida,06:00 - 07:00,41,Chequeo,2,3
2025-04-28,103,Nélida,07:00 - 08:00,37,Destinos mesa 17,2,2
2025-04-28,103,Nélida,08:00 - 09:00,62,Destinos mesa 7,3,2
2025-04-28,103,Nélida,09:00 - 10:00,14,Inducciones mesa 14,2,1
2025-04-28,103,Nélida,10:00 - 11:00,46,Inducciones mesa 1,3,1
2025-04-28,103,Nélida,11:00 - 12:00,15,Inducciones mesa 15,2,1
2025-04-28,103,Nélida,12:00 - 13:00,95,Rampas/cajas vacias,4,7
2025-04-28,103,Nélida,13:00 - 14:00,52,Inducciones mesa 7,3,1
2025-04-28,111,Emilia,06:00 - 07:00,20,Inducciones mesa 20,2,1
2025-04-28,111,Emilia,07:00 - 08:00,51,Inducciones mesa 6,3,1
2025-04-28,111,Emilia,08:00 - 09:00,79,Inducciones mesa 8,4,1
2025-04-28,111,Emilia,09:00 - 10:00,71,Rampas/cajas vacias,3,7
2025-04-28,111,Emilia,10:00 - 11:00,85,Destinos mesa 4,4,2
2025-04-28,111,Emilia,11:00 - 12:00,36,Destinos mesa 16,2,2
2025-04-28,111,Emilia,12:00 - 13:00,22,Destinos mesa 2,2,2
2025-04-28,111,Emilia,13:00 - 14:00,86,Destinos mesa 5,4,2
2025-04-28,117,Olalla,06:00 - 07:00,37,Destinos mesa 17,2,2
2025-04-28,117,Olalla,07:00 - 08:00,54,Inducciones mesa 9,3,1
2025-04-28,117,Olalla,08:00 - 09:00,16,Inducciones mesa 16,2,1
2025-04-28,117,Olalla,09:00 - 10:00,60,Destinos mesa 5,3,2
2025-04-28,117,Olalla,10:00 - 11:00,60,Destinos mesa 5,3,2
2025-04-28,117,Olalla,11:00 - 12:00,80,Inducciones mesa 9,4,1
2025-04-28,117,Olalla,12:00 - 13:00,22,Destinos mesa 2,2,2
2025-04-28,117,Olalla,13:00 - 14:00,36,Destinos mesa 16,2,2
2025-04-28,125,Epifanio,06:00 - 07:00,8,Inducciones mesa 8,2,1
2025-04-28,125,Epifanio,07:00 - 08:00,56,Destinos mesa 1,3,2
2025-04-28,125,Epifanio,08:00 - 09:00,45,Rampas/cajas vacias,2,7
2025-04-28,125,Epifanio,09:00 - 10:00,30,Destinos mesa 10,2,2
2025-04-28,125,Epifanio,10:00 - 11:00,78,Inducciones mesa 7,4,1
2025-04-28,125,Epifanio,11:00 - 12:00,48,Inducciones mesa 3,3,1
2025-04-28,125,Epifanio,12:00 - 13:00,93,Precintadora shuttle,4,8
2025-04-28,125,Epifanio,13:00 - 14:00,29,Destinos mesa 9,2,2
2025-04-28,129,Jennifer,06:00 - 07:00,84,Destinos mesa 3,4,2
2025-04-28,129,Jennifer,07:00 - 08:00,11,Inducciones mesa 11,2,1
2025-04-28,129,Jennifer,08:00 - 09:00,24,Destinos mesa 4,2,2
2025-04-28,129,Jennifer,09:00 - 10:00,27,Destinos mesa 7,2,2
2025-04-28,129,Jennifer,10:00 - 11:00,31,Destinos mesa 11,2,2
2025-04-28,129,Jennifer,11:00 - 12:00,55,Inducciones mesa 10,3,1
2025-04-28,129,Jennifer,12:00 - 13:00,45,Rampas/cajas vacias,2,7
2025-04-28,129,Jennifer,13:00 - 14:00,61,Destinos mesa 6,3,2
